261,1,2
325,1
326,1
327,1
328,1
329,1
330,1
331,1
338,1
339,1
340,1
341,1
342,1
343,1
344,1
354,1
355,1
356,1
357,1
358,1
359,1
360,1
361,1
362,1
363,1
364,1
365,1
0,2
1,2
2,2
3,2
4,2
5,2
6,2
37,2
38,2
39,2
40,2
41,2
135,2
136,2
137,2
138,2
139,2
191,2
192,2
193,2
194,2
195,2
196,2
197,2
198,2
199,2
200,2
201,2
202,2
275,2
276,2
277,2
278,2
279,2
