110,1,3
331,3
332,3
333,3
334,3
335,3
336,3
337,3
312,3
313,3
314,3
192,3
193,3
194,3
195,3
196,3
197,3
198,3
199,3
200,3
201,3
202,3
108,3
109,3
110,3
111,3
112,3
5,3
6,3
7,3
364,2
365,2
366,2
1,3
2,3
3,3
4,3
364,2
360,2
361,2
362,2
363,2
358,2
359,2
360,2
355,2
356,2
357,2
329,2
330,2
331,2
327,2
328,2
329,2
326,2
204,2
196,2
197,2
198,2
199,2
200,2
201,2
202,2
203,2
194,2
195,2
129,2
130,2
131,2
1,2
2,2
354,1
355,1
356,1
357,1
358,1
359,1
360,1
361,1
362,1
363,1
364,1
365,1
353,1
328,1
329,1
330,1
331,1
332,1
327,1
181,1
182,1
183,1
184,1
185,1
186,1
187,1
188,1
189,1
190,1
191,1
192,1
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
1,1
2,1
354,0
332,0
333,0
